name,stint 1,stint 2,stint 3,stint 4 ,stint 5,stint 6,raceId
Vitaly Petrov,Intermediate (4),Wet (9),Intermediate (26),Medium (16),,,861
Timo Glock,Intermediate (3),Wet (10),Intermediate (26),Medium (16),,,861
Charles Pic,Intermediate (3),Wet (12),Intermediate (24),Medium (15),,,861
Pedro de la Rosa,Wet (16),Intermediate (23),Hard (15),,,,861
Narain Karthikeyan,Wet (15),Intermediate (22),Hard (17),,,,861
Heikki Kovalainen,Intermediate (4),Wet (10),Intermediate (9),Intermediate (15),Medium (17),,861
Lewis Hamilton,Soft (17),Medium (19),Medium (22),,,,860
Jenson Button,Soft (16),Medium (20),Medium (22),,,,860
Romain Grosjean,Soft (1),,,,,,860
Michael Schumacher,Soft (10),,,,,,860
Mark Webber,Soft (14),Medium (23),Medium (21),,,,860
Sebastian Vettel,Soft (16),Soft (21),Medium (21),,,,860
Nico Rosberg,Soft (12),Soft (19),Medium (27),,,,860
Pastor Maldonado,Soft (16),Soft (21),Medium (20),,,,860
Nico Hulkenberg,Soft,,,,,,860
Daniel Ricciardo,Soft (1),Medium (21),Soft (16),Soft (20),,,860
Jean-Eric Vergne,Medium (19),Soft (18),Soft (21),,,,860
Fernando Alonso,Soft (13),Medium (21),Medium (24),,,,860
Kamui Kobayashi,Soft (13),Soft (23),Medium (22),,,,860
Bruno Senna,Soft (1),Medium (29),Medium (17),Soft (5),,,860
Paul di Resta,Soft (13),Soft (20),Medium (25),,,,860
Felipe Massa,Soft (11),Soft (17),Medium (9),Medium (9),,,860
Kimi Raikkonen,Soft (19),Soft (18),Medium (21),,,,860
Heikki Kovalainen,Soft (14),Medium (20),Medium (3),Medium (1),,,860
Vitaly Petrov,Medium (18),Medium (16),,,,,860
Timo Glock,Soft (20),Soft (16),Medium (21),,,,860
Charles Pic,Soft (21),Soft (14),Medium (18),Medium,,,860
Sergio Perez,Medium (24),Soft (34),,,,,860
Sebastian Vettel,Medium (24),Medium (23),Hard (24),,,,899
Mark Webber,Medium (23),Medium (24),Hard (24),,,,899
Fernando Alonso,Medium (21),Hard (26),Medium (24),,,,899
Jenson Button,Hard (20),Medium (23),Medium (28),,,,899
Nico Rosberg,Medium (22),Hard (22),Hard (27),,,,899
Sergio Perez,Medium (19),Medium (25),Hard (27),,,,899
Felipe Massa,Medium (19),Medium (24),Hard (28),,,,899
Nico Hulkenberg,Medium (20),Medium (26),Hard (25),,,,899
Lewis Hamilton,Medium (21),Hard (26),Hard (24),,,,899
Daniel Ricciardo,Medium (14),Hard (28),Hard (28),,,,899
Paul di Resta,Medium (20),Medium (27),Hard (23),,,,899
Esteban Gutierrez,Hard (22),Medium (25),Medium (23),,,,899
Adrian Sutil,Medium (17),Medium (20),Hard (17),Medium (16),,,899
Heikki Kovalainen,Medium (15),Medium (19),Hard (36),,,,899
Jean-Eric Vergne,Medium (10),Hard (18),Medium (18),Hard (24),,,899
Pastor Maldonado,Medium (23),Medium (20),Hard (27),,,,899
Jules Bianchi,Medium (21),Hard (26),Hard (22),,,,899
Giedo van der Garde,Medium (24),Medium (23),Hard (22),,,,899
Max Chilton,Medium (26),Medium (22),Hard (18),Medium (3),,,899
Charles Pic,Medium (25),Hard (33),,,,,899
Valtteri Bottas,Medium (17),Hard (24),Medium (4),,,,899
Romain Grosjean,Medium (1),,,,,,899
Sebastian Vettel,Medium (27),Hard (29),,,,,898
Romain Grosjean,Medium (29),Hard (27),,,,,898
Mark Webber,Medium (28),Hard (28),,,,,898
Lewis Hamilton,Medium (25),Hard (31),,,,,898
Fernando Alonso,Medium (26),Hard (30),,,,,898
Nico Hulkenberg,Medium (27),Hard (29),,,,,898
Sergio Perez,Medium (22),Hard (34),,,,,898
Valtteri Bottas,Medium (23),Hard (33),,,,,898
Nico Rosberg,Medium (22),Hard (34),,,,,898
Jenson Button,Medium (20),Hard (36),,,,,898
Daniel Ricciardo,Medium (22),Hard (34),,,,,898
Felipe Massa,Medium (21),Hard (17),Medium (18),,,,898
Esteban Gutierrez,Medium (1),Hard (35),Medium (20),,,,898
Heikki Kovalainen,Medium (17),Hard (14),Medium (25),,,,898
Paul di Resta,Medium (22),Hard (27),Medium (7),,,,898
Jean-Eric Vergne,Hard (27),Medium (29),,,,,898
Pastor Maldonado,Medium (8),Hard (47),,,,,898
Jules Bianchi,Medium (21),Hard (34),,,,,898
Giedo van der Garde,Medium (21),Hard (34),,,,,898
Charles Pic,Medium (20),Hard (35),,,,,898
Max Chilton,Medium (26),Hard (28),,,,,898
Adrian Sutil,Medium,,,,,,898
Sebastian Vettel,Soft (14),Medium (23),Medium (18),,,,897
Mark Webber,Soft (8),Medium (25),Medium (22),,,,897
Nico Rosberg,Soft (10),Medium (23),Medium (22),,,,897
Romain Grosjean,Soft (8),Medium (29),Medium (18),,,,897
Fernando Alonso,Soft (16),Medium (28),Soft (11),,,,897
Paul di Resta,Soft (20),Medium (35),,,,,897
Lewis Hamilton,Soft (7),Medium (22),Medium (26),,,,897
Felipe Massa,Soft (18),Medium (20),Medium (17),,,,897
Sergio Perez,Soft (6),Medium (21),Medium (28),,,,897
Adrian Sutil,Medium (28),Soft (27),,,,,897
Pastor Maldonado,Soft (5),Medium (20),Medium (30),,,,897
Jenson Button,Medium (2),Soft (9),Medium (44),,,,897
Esteban Gutierrez,Medium (18),Soft (12),Medium (25),,,,897
Nico Hulkenberg,Soft (9),Medium (18),Medium (27),,,,897
Valtteri Bottas,Medium (24),Medium (21),Soft (9),,,,897
Daniel Ricciardo,Soft (7),Medium (21),Medium (26),,,,897
Jean-Eric Vergne,Soft (17),Medium (34),Medium (3),,,,897
Giedo van der Garde,Soft (7),Medium (26),Medium (21),,,,897
Charles Pic,Soft (8),Medium (24),Medium (22),,,,897
Jules Bianchi,Soft (5),Medium (26),Medium (22),,,,897
Max Chilton,Soft (6),Medium (26),Medium (21),,,,897
Kimi Raikkonen,Medium,,,,,,897
Sebastian Vettel,Soft (2),Medium (29),Medium (29),,,,896
Nico Rosberg,Soft (7),Medium (20),Medium (33),,,,896
Romain Grosjean,Soft (13),Medium (47),,,,,896
Felipe Massa,Soft (8),Medium (22),Medium (30),,,,896
Sergio Perez,Medium (28),Soft (5),Medium (27),,,,896
Lewis Hamilton,Soft (8),Medium (22),Medium (30),,,,896
Kimi Raikkonen,Soft (7),Medium (51),Medium (2),,,,896
Paul di Resta,Soft (1),Medium (29),Medium (30),,,,896
Adrian Sutil,Medium (41),Soft (19),,,,,896
Daniel Ricciardo,Medium (33),Soft (5),Medium (22),,,,896
Fernando Alonso,Medium (2),Medium (28),Soft (6),Medium (24),,,896
Pastor Maldonado,Soft (8),Medium (30),Medium (22),,,,896
Jean-Eric Vergne,Soft (1),Medium (25),Medium (33),,,,896
Jenson Button,Medium (6),Soft (6),Medium (20),Medium (27),,,896
Esteban Gutierrez,Medium (26),Medium (21),Soft (12),,,,896
Valtteri Bottas,Medium (31),Medium (18),Soft (10),,,,896
Max Chilton,Medium (29),Medium (23),Soft (6),,,,896
Jules Bianchi,Soft (5),Medium (28),Medium (25),,,,896
Nico Hulkenberg,Soft (5),Medium (28),Medium (20),Soft (1),,,896
Mark Webber,Medium (28),Soft (4),Medium (7),,,,896
Charles Pic,Soft (1),Medium (15),Medium (19),,,,896
Giedo van der Garde,Soft (1),,,,,,896
Sebastian Vettel,Medium (14),Hard (23),Hard (16),,,,895
Mark Webber,Medium (11),Hard (14),Hard (17),Medium (11),,,895
Romain Grosjean,Medium (12),Hard (17),Hard (24),,,,895
Fernando Alonso,Medium (13),Hard (17),Hard (23),,,,895
Kimi Raikkonen,Medium (11),Hard (20),Hard (22),,,,895
Nico Hulkenberg,Medium (10),Hard (19),Hard (24),,,,895
Esteban Gutierrez,Medium (9),Hard (21),Hard (23),,,,895
Nico Rosberg,Medium (12),Hard (12),Medium (15),Hard (14),,,895
Jenson Button,Medium (8),Hard (15),Hard (17),Medium (13),,,895
Felipe Massa,Medium (11),Hard (17),Hard (25),,,,895
Paul di Resta,Medium (10),Hard (16),Hard (27),,,,895
Jean-Eric Vergne,Medium (7),Hard (14),Medium (17),Hard (14),,,895
Daniel Ricciardo,Hard (21),Hard (23),Medium (8),,,,895
Adrian Sutil,Medium (8),Hard (19),Hard (25),,,,895
Sergio Perez,Medium (12),Hard (18),Hard (12),Medium (10),,,895
Pastor Maldonado,Medium (9),Hard (19),Hard (24),,,,895
Valtteri Bottas,Medium (8),Hard (19),Hard (25),,,,895
Charles Pic,Hard (17),Medium (18),Hard (17),,,,895
Max Chilton,Medium (11),Hard (18),Hard (23),,,,895
Lewis Hamilton,Medium (1),Hard (6),,,,,895
Giedo van der Garde,Medium,,,,,,895
Jules Bianchi,Medium,,,,,,895
Sebastian Vettel,Super soft (11),Medium (20),Medium (24),,,,894
Kimi Raikkonen,Super soft (11),Medium (14),Medium (30),,,,894
Romain Grosjean,Super soft (10),Medium (21),Medium (24),,,,894
Nico Hulkenberg,Super soft (10),Medium (16),Medium (29),,,,894
Lewis Hamilton,Super soft (9),Medium (20),Medium (26),,,,894
Fernando Alonso,Super soft (9),Medium (19),Medium (27),,,,894
Nico Rosberg,Super soft (10),Medium (18),Medium (27),,,,894
Jenson Button,Super soft (4),Medium (18),Medium (33),,,,894
Felipe Massa,Super soft (6),Medium (23),Medium (26),,,,894
Sergio Perez,Super soft (10),Medium (21),Medium (24),,,,894
Esteban Gutierrez,Super soft (7),Medium (24),Medium (24),,,,894
Valtteri Bottas,Super soft (8),Medium (20),Medium (27),,,,894
Pastor Maldonado,Super soft (7),Medium (16),Medium (32),,,,894
Charles Pic,Super soft (9),Medium (21),Medium (25),,,,894
Giedo van der Garde,Super soft (11),Medium (19),Medium (25),,,,894
Jules Bianchi,Super soft (10),Medium (20),Medium (25),,,,894
Max Chilton,Super soft (12),Medium (18),Medium (25),,,,894
Jean-Eric Vergne,Super soft (12),Medium (12),Medium (14),Medium (15),,,894
Daniel Ricciardo,Medium (18),Medium (13),Super soft (21),,,,894
Adrian Sutil,Super soft (3),Medium (25),Medium (10),Super soft (3),,,894
Mark Webber,Super soft (12),Medium (18),Medium (1),Super soft (5),,,894
Paul di Resta,Super soft (7),Medium (16),Medium (1),,,,894
Sebastian Vettel,Super soft (17),Medium (27),Super soft (17),,,,893
Fernando Alonso,Super soft (14),Medium (11),Medium (36),,,,893
Kimi Raikkonen,Super soft (10),Super soft (15),Medium (36),,,,893
Nico Rosberg,Super soft (15),Medium (26),Medium (20),,,,893
Lewis Hamilton,Super soft (15),Medium (28),Medium (18),,,,893
Felipe Massa,Super soft (12),Medium (13),Super soft (17),Medium (19),,,893
Jenson Button,Super soft (13),Super soft (12),Medium (36),,,,893
Sergio Perez,Super soft (14),Super soft (11),Medium (36),,,,893
Nico Hulkenberg,Super soft (13),Super soft (12),Medium (36),,,,893
Adrian Sutil,Medium (12),Super soft (13),Super soft (15),Super soft (21),,,893
Pastor Maldonado,Super soft (16),Super soft (9),Medium (16),Super soft (20),,,893
Esteban Gutierrez,Super soft (11),Super soft (14),Medium (36),,,,893
Valtteri Bottas,Super soft (13),Super soft (11),Medium (18),Super soft (19),,,893
Jean-Eric Vergne,Super soft (11),Medium (13),Medium (15),Super soft (22),,,893
Mark Webber,Super soft (13),Medium (27),Medium (20),,,,893
Giedo van der Garde,Super soft (13),Medium (13),Medium (16),Medium (18),,,893
Max Chilton,Super soft (11),Super soft (13),Medium (17),Medium (19),,,893
Jules Bianchi,Super soft (10),Super soft (1),Super soft (12),Medium (17),Medium (20),,893
Charles Pic,Super soft (11),Medium (14),Medium (29),Super soft (6),,,893
Paul di Resta,Super soft (20),Super soft (22),Medium (12),,,,893
Romain Grosjean,Super soft (15),Super soft (10),Medium (8),Medium (4),,,893
Daniel Ricciardo,Super soft (15),Medium (8),,,,,893
Sebastian Vettel,Medium (23),Hard (30),,,,,892
Fernando Alonso,Medium (27),Hard (26),,,,,892
Mark Webber,Medium (23),Hard (30),,,,,892
Felipe Massa,Medium (24),Hard (29),,,,,892
Nico Hulkenberg,Medium (24),Hard (29),,,,,892
Nico Rosberg,Medium (26),Hard (27),,,,,892
Daniel Ricciardo,Medium (22),Hard (31),,,,,892
Romain Grosjean,Medium (20),Hard (33),,,,,892
Lewis Hamilton,Hard (13),Medium (25),Medium (15),,,,892
Jenson Button,Medium (21),Hard (32),,,,,892
Kimi Raikkonen,Hard (1),Medium (29),Medium (23),,,,892
Sergio Perez,Medium (22),Hard (31),,,,,892
Esteban Gutierrez,Hard (27),Medium (26),,,,,892
Pastor Maldonado,Medium (24),Hard (29),,,,,892
Valtteri Bottas,Medium (25),Hard (28),,,,,892
Adrian Sutil,Medium (24),Hard (28),,,,,892
Charles Pic,Medium (17),Hard (21),Hard (14),,,,892
Giedo van der Garde,Medium (18),Hard (21),Hard (13),,,,892
Jules Bianchi,Medium (22),Hard (30),,,,,892
Max Chilton,Medium (23),Hard (29),,,,,892
Jean-Eric Vergne,Medium (14),,,,,,892
Paul di Resta,Medium,,,,,,892
Sebastian Vettel,Medium (14),Medium (16),Hard (14),,,,891
Fernando Alonso,Medium (13),Medium (15),Hard (16),,,,891
Lewis Hamilton,Medium (11),Medium (15),Hard (18),,,,891
Nico Rosberg,Medium (12),Medium (13),Hard (19),,,,891
Mark Webber,Medium (13),Hard (16),Medium (15),,,,891
Jenson Button,Medium (17),Hard (17),Hard (10),,,,891
Felipe Massa,Medium (9),Medium (17),Hard (18),,,,891
Adrian Sutil,Medium (11),Hard (15),Hard (18),,,,891
Daniel Ricciardo,Hard (16),Medium (17),Medium (11),,,,891
Romain Grosjean,Medium (22),Hard (22),,,,,891
Sergio Perez,Medium (18),Hard (26),,,,,891
Jean-Eric Vergne,Medium (10),Medium (14),Hard (20),,,,891
Nico Hulkenberg,Medium (9),Hard (15),Hard (20),,,,891
Esteban Gutierrez,Hard (19),Medium (9),Medium (16),,,,891
Valtteri Bottas,Medium (14),Hard (14),Hard (16),,,,891
Giedo van der Garde,Medium (15),Hard (14),Hard (14),,,,891
Pastor Maldonado,Medium (11),Hard (16),Hard (16),,,,891
Jules Bianchi,Hard (14),Medium (14),Hard (15),,,,891
Max Chilton,Hard (15),Medium (14),Hard (13),,,,891
Paul di Resta,Medium (10),Hard (15),Hard (1),,,,891
Kimi Raikkonen,Medium (14),Medium (11),,,,,891
Charles Pic,Medium (8),,,,,,891
Lewis Hamilton,Soft (9),Medium (22),Medium (19),Medium (20),,,890
Kimi Raikkonen,Soft (13),Medium (29),Medium (28),,,,890
Sebastian Vettel,Soft (11),Medium (23),Medium (21),Medium (15),,,890
Mark Webber,Medium (23),Medium (20),Medium (16),Soft (11),,,890
Fernando Alonso,Soft (12),Medium (22),Medium (14),Medium (22),,,890
Romain Grosjean,Soft (13),Medium (12),Medium (22),Medium (23),,,890
Jenson Button,Medium (24),Soft (13),Medium (33),,,,890
Felipe Massa,Soft (11),Medium (20),Medium (17),Medium (22),,,890
Sergio Perez,Medium (23),Soft (15),Medium (31),,,,890
Pastor Maldonado,Soft (9),Medium (19),Medium (23),Medium (18),,,890
Nico Hulkenberg,Soft (11),Medium (24),Medium (34),,,,890
Jean-Eric Vergne,Soft (8),Medium (22),Medium (20),Medium (19),,,890
Daniel Ricciardo,Soft (10),Medium (28),Medium (31),,,,890
Giedo van der Garde,Soft (8),Medium (19),Medium (17),Medium (24),,,890
Charles Pic,Soft (13),Medium (25),Medium (30),,,,890
Jules Bianchi,Medium (20),Soft (13),Medium (13),Medium (21),,,890
Max Chilton,Medium (21),Soft (13),Medium (16),Medium (17),,,890
Paul di Resta,Soft (9),Medium (17),Medium (22),Medium (18),,,890
Nico Rosberg,Soft (10),Medium (19),Medium (19),Medium (16),,,890
Valtteri Bottas,Soft (10),Medium (23),Medium (9),,,,890
Esteban Gutierrez,Medium (23),Medium (5),,,,,890
Adrian Sutil,Medium (19),,,,,,890
Sebastian Vettel,Soft (7),Medium (17),Medium (17),Medium (19),,,888
Kimi Raikkonen,Soft (8),Medium (16),Medium (25),Soft (11),,,888
Romain Grosjean,Soft (13),Medium (11),Medium (16),Medium (20),,,888
Fernando Alonso,Medium (12),Medium (12),Medium (25),Soft (11),,,888
Lewis Hamilton,Soft (6),Medium (16),Medium (23),Medium (15),,,888
Jenson Button,Medium (21),Medium (26),Soft (13),,,,888
Mark Webber,Soft (8),Medium (15),Medium (15),Medium (22),,,888
Sergio Perez,Soft (7),Medium (17),Medium (36),,,,888
Nico Rosberg,Medium (16),Medium (8),Medium (24),Soft (12),,,888
Nico Hulkenberg,Medium (17),Medium (20),Medium (12),Soft (11),,,888
Paul di Resta,Soft (4),Medium (20),Medium (36),,,,888
Daniel Ricciardo,Soft (5),Medium (13),Medium (22),Medium (20),,,888
Adrian Sutil,Soft (5),Medium (19),Medium (19),Medium (17),,,888
Esteban Gutierrez,Soft (6),Medium (16),Medium (19),Medium (19),,,888
Pastor Maldonado,Medium (21),Medium (29),Soft (10),,,,888
Valtteri Bottas,Medium (22),Medium (32),Soft (5),,,,888
Charles Pic,Soft (4),Medium (20),Medium (10),Medium (25),,,888
Giedo van der Garde,Soft (5),Medium (14),Medium (19),Medium (21),,,888
Max Chilton,Soft (8),Medium (12),Medium (6),Medium (11),Medium (22),,888
Jean-Eric Vergne,Soft (4),Medium (18),,,,,888
Jules Bianchi,Soft (5),Medium (13),Medium (3),,,,888
Felipe Massa,Medium (3),,,,,,888
Nico Rosberg,Medium (12),Hard (22),Hard (8),Hard (10),,,887
Mark Webber,Medium (10),Hard (21),Medium (11),Medium (10),,,887
Fernando Alonso,Medium (10),Hard (20),Hard (11),Medium (11),,,887
Lewis Hamilton,Medium (8),Hard (28),Hard (16),,,,887
Kimi Raikkonen,Medium (11),Hard (18),Hard (23),,,,887
Felipe Massa,Medium (10),Hard (6),Hard (20),Hard (6),Medium (10),,887
Adrian Sutil,Medium (12),Medium (21),Hard (19),,,,887
Daniel Ricciardo,Medium (11),Hard (21),Hard (20),,,,887
Paul di Resta,Medium (9),Medium (24),Hard (9),,,,887
Nico Hulkenberg,Hard (12),Hard (13),Medium (12),Medium (15),,,887
Pastor Maldonado,Medium (15),Medium (22),Hard (15),,,,887
Valtteri Bottas,Medium (15),Medium (23),Hard (14),,,,887
Jenson Button,Hard (11),Medium (21),Medium (20),,,,887
Esteban Gutierrez,Hard (10),Medium (17),Medium (2),Hard (11),Medium (12),,887
Charles Pic,Hard (15),Hard (19),Medium (18),,,,887
Jules Bianchi,Medium (11),Hard (22),Hard (19),,,,887
Max Chilton,Medium (12),Hard (20),Hard (20),,,,887
Giedo van der Garde,Hard (10),Hard (18),Medium (12),Medium (12),,,887
Romain Grosjean,Medium (9),Hard (21),Hard (12),Medium (9),,,887
Sergio Perez,Medium (13),Hard (20),Medium (13),,,,887
Sebastian Vettel,Medium (13),Hard (22),Hard (6),,,,887
Jean-Eric Vergne,Hard (14),Hard (11),Medium (10),,,,887
Sebastian Vettel,Super soft (16),Medium (33),Medium (21),,,,886
Fernando Alonso,Super soft (16),Medium (31),Medium (23),,,,886
Lewis Hamilton,Super soft (19),Medium (29),Medium (22),,,,886
Mark Webber,Super soft (13),Medium (33),Medium (24),,,,886
Nico Rosberg,Super soft (14),Super soft (17),Medium (26),Medium (13),,,886
Jean-Eric Vergne,Super soft (13),Medium (44),Super soft (12),,,,886
Paul di Resta,Medium (56),Super soft (13),,,,,886
Felipe Massa,Super soft (17),Super soft (24),Medium (28),,,,886
Kimi Raikkonen,Super soft (22),Medium (47),,,,,886
Adrian Sutil,Super soft (9),Medium (28),Medium (32),,,,886
Sergio Perez,Super soft (13),Medium (30),Medium (26),,,,886
Jenson Button,Super soft (27),Medium (42),,,,,886
Romain Grosjean,Medium (42),Super soft (11),Medium (16),,,,886
Valtteri Bottas,Super soft (14),Medium (26),Medium (29),,,,886
Daniel Ricciardo,Super soft (12),Medium (27),Medium (29),,,,886
Pastor Maldonado,Super soft (12),Medium (37),Medium (19),,,,886
Jules Bianchi,Medium (41),Super soft (27),,,,,886
Charles Pic,Super soft (11),Medium (25),Medium (31),,,,886
Max Chilton,Medium (38),Super soft (29),,,,,886
Esteban Gutierrez,Super soft (21),Medium (42),Super soft (0),,,,886
Nico Hulkenberg,Super soft (12),Medium (26),Medium (7),,,,886
Giedo van der Garde,Super soft (8),Medium (24),Medium (8),Medium (3),,,886
Nico Rosberg,Super soft (31),Soft (16),Super soft (31),,,,885
Sebastian Vettel,Super soft (30),Soft (17),Super soft (31),,,,885
Mark Webber,Super soft (25),Soft (22),Super soft (31),,,,885
Lewis Hamilton,Super soft (31),Soft (16),Super soft (31),,,,885
Adrian Sutil,Super soft (30),Soft (17),Super soft (31),,,,885
Jenson Button,Super soft (26),Soft (21),Super soft (31),,,,885
Fernando Alonso,Super soft (28),Soft (19),Super soft (31),,,,885
Jean-Eric Vergne,Super soft (29),Soft (18),Super soft (31),,,,885
Paul di Resta,Super soft (9),Soft (38),Super soft (31),,,,885
Kimi Raikkonen,Super soft (26),Soft (21),Soft (23),Super soft (8),,,885
Nico Hulkenberg,Super soft (27),Soft (20),Soft (31),,,,885
Valtteri Bottas,Super soft (30),Soft (17),Super soft (31),,,,885
Esteban Gutierrez,Soft (28),Super soft (19),Super soft (16),Super soft (15),,,885
Max Chilton,Super soft (23),Soft (24),Soft (16),Super soft (15),,,885
Giedo van der Garde,Super soft (1),Super soft (23),Soft (11),Soft (12),Soft (31),,885
Sergio Perez,Super soft (29),Soft (18),Super soft (25),,,,885
Romain Grosjean,Soft (30),Super soft (17),Super soft (15),Super soft (1),,,885
Daniel Ricciardo,Soft (22),Super soft (25),Super soft (14),,,,885
Jules Bianchi,Super soft (22),Soft (13),Soft (23),,,,885
Pastor Maldonado,Super soft (1),Super soft (29),Soft (14),,,,885
Felipe Massa,Soft (26),Super soft (2),,,,,885
Charles Pic,Super soft (7),,,,,,885
Fernando Alonso,Medium (9),Hard (12),Hard (15),Medium (13),Hard (17),,884
Kimi Raikkonen,Medium (10),Medium (16),Medium (19),Hard (21),,,884
Felipe Massa,Medium (8),Hard (12),Hard (16),Medium (15),Hard (15),,884
Sebastian Vettel,Medium (10),Hard (14),Hard (15),Medium (12),Hard (15),,884
Mark Webber,Medium (7),Hard (13),Hard (16),Medium (14),Hard (16),,884
Nico Rosberg,Medium (10),Hard (17),Hard (20),Hard (19),,,884
Paul di Resta,Medium (9),Hard (10),Medium (19),Medium (15),Hard (13),,884
Jenson Button,Medium (11),Hard (17),Hard (18),Hard (20),,,884
Sergio Perez,Medium (10),Hard (13),Hard (15),Medium (12),Hard (16),,884
Daniel Ricciardo,Medium (10),Hard (14),Medium (15),Hard (12),Hard (14),,884
Esteban Gutierrez,Medium (13),Medium (15),Hard (14),Medium (12),Hard (11),,884
Lewis Hamilton,Medium (9),Hard (16),Hard (11),Medium (14),Hard (15),,884
Adrian Sutil,Medium (8),Medium (14),Hard (14),Hard (13),Medium (16),,884
Pastor Maldonado,Medium (8),Hard (12),Medium (15),Hard (18),Medium (12),,884
Nico Hulkenberg,Medium (8),Medium (13),Hard (13),Hard (1),Hard (18),Medium (12),884
Valtteri Bottas,Medium (9),Hard (16),Hard (18),Medium (22),,,884
Charles Pic,Hard (8),Medium (15),Hard (18),Hard (24),,,884
Jules Bianchi,Hard (2),Hard (14),Hard (13),Medium (17),Hard (18),,884
Max Chilton,Hard (15),Hard (15),Medium (17),Hard (17),,,884
Jean-Eric Vergne,Medium (9),Hard (11),Medium (14),Hard (3),Medium (15),,884
Giedo van der Garde,Medium (9),Hard (11),Hard (1),,,,884
Romain Grosjean,Medium (8),,,,,,884
Sebastian Vettel,Medium (10),Hard (15),Hard (17),Hard (15),,,883
Kimi Raikkonen,Medium (16),Hard (18),Hard (23),,,,883
Romain Grosjean,Hard (8),Hard (19),Medium (15),Medium (15),,,883
Paul di Resta,Medium (14),Hard (22),Hard (21),,,,883
Lewis Hamilton,Medium (10),Medium (12),Hard (16),Hard (19),,,883
Sergio Perez,Medium (10),Hard (10),Hard (19),Hard (18),,,883
Mark Webber,Medium (8),Hard (13),Hard (16),Hard (20),,,883
Fernando Alonso,Medium (7),Hard (1),Hard (16),Hard (15),Hard (18),,883
Nico Rosberg,Medium (9),Hard (11),Hard (13),Medium (11),Medium (13),,883
Jenson Button,Medium (9),Hard (12),Hard (13),Hard (12),Medium (11),,883
Pastor Maldonado,Medium (10),Hard (13),Hard (16),Hard (18),,,883
Nico Hulkenberg,Hard (12),Hard (14),Medium (15),Medium (16),,,883
Adrian Sutil,Medium (1),Hard (17),Hard (24),Medium (15),,,883
Valtteri Bottas,Hard (13),Hard (16),Hard (18),Medium (10),,,883
Felipe Massa,Hard (10),Hard (7),Medium (11),Hard (8),Medium (21),,883
Daniel Ricciardo,Medium (9),Hard (16),Hard (16),Hard (15),,,883
Charles Pic,Medium (11),Hard (12),Hard (12),Hard (21),,,883
Esteban Gutierrez,Hard (1),Hard (15),Hard (17),Medium (10),Medium (13),,883
Jules Bianchi,Medium (9),Hard (13),Hard (14),Hard (12),Medium (8),,883
Max Chilton,Medium (10),Hard (13),Hard (14),Hard (9),Medium (10),,883
Giedo van der Garde,Medium (2),Hard (12),Medium (10),Hard (15),Medium (8),Hard (8),883
Jean-Eric Vergne,Hard (2),Hard (14),,,,,883
Fernando Alonso,Soft (6),Medium (17),Medium (18),Medium (15),,,882
Kimi Raikkonen,Soft (6),Medium (15),Medium (13),Medium (22),,,882
Lewis Hamilton,Soft (5),Medium (16),Medium (16),Medium (19),,,882
Sebastian Vettel,Medium (14),Medium (17),Medium (20),Soft (5),,,882
Jenson Button,Medium (23),Medium (26),Soft (7),,,,882
Felipe Massa,Soft (7),Medium (12),Medium (17),Medium (20),,,882
Daniel Ricciardo,Soft (4),Medium (19),Medium (15),Medium (18),,,882
Paul di Resta,Medium (14),Medium (18),Medium (21),Soft (3),,,882
Romain Grosjean,Soft (7),Medium (16),Medium (14),Medium (19),,,882
Nico Hulkenberg,Medium (14),Medium (15),Soft (7),Medium (20),,,882
Sergio Perez,Medium (24),Soft (7),Medium (25),,,,882
Jean-Eric Vergne,Medium (15),Medium (22),Soft (6),Medium (13),,,882
Valtteri Bottas,Medium (16),Medium (18),Medium (17),Soft (5),,,882
Pastor Maldonado,Soft (7),Medium (16),Medium (16),Medium (17),,,882
Jules Bianchi,Soft (6),Medium (10),Medium (16),Medium (23),,,882
Charles Pic,Soft (5),Medium (12),Medium (16),Medium (22),,,882
Max Chilton,Soft (7),Medium (14),Medium (12),Medium (22),,,882
Giedo van der Garde,Soft (6),Medium (14),Medium (17),Medium (18),,,882
Nico Rosberg,Soft (5),Medium (14),Medium (1),,,,882
Mark Webber,Soft (1),Medium (14),,,,,882
Adrian Sutil,Soft (5),,,,,,882
Esteban Gutierrez,Medium (4),,,,,,882
Sebastian Vettel,Intermediate (5),Medium (17),Hard (10),Hard (10),Medium (14),,881
Mark Webber,Intermediate (7),Hard (12),Medium (12),Hard (12),Hard (13),,881
Lewis Hamilton,Intermediate (7),Medium (14),Medium (9),Hard (11),Medium (15),,881
Nico Rosberg,Intermediate (8),Medium (14),Medium (9),Hard (11),Medium (14),,881
Felipe Massa,Intermediate (5),Medium (15),Hard (13),Medium (14),Medium (9),,881
Romain Grosjean,Intermediate (7),Medium (13),Medium (15),Hard (21),,,881
Kimi Raikkonen,Intermediate (6),Medium (15),Medium (13),Hard (22),,,881
Nico Hulkenberg,Intermediate (7),Medium (14),Medium (13),Hard (10),Hard (12),,881
Sergio Perez,Intermediate (7),Medium (15),Medium (11),Hard (21),Hard (2),,881
Jean-Eric Vergne,Intermediate (7),Hard (19),Hard (17),Medium (13),,,881
Valtteri Bottas,Intermediate (6),Medium (16),Medium (18),Medium (16),,,881
Esteban Gutierrez,Intermediate (7),Hard (15),Medium (14),Medium (15),Hard (4),,881
